ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051090	regulation of DNA-binding transcription factor activity	156/4942	455/18866	6.69235530049989e-5	0.003587613536717828	0.002887381236943253	56998/5167/28996/6883/4294/83737/7292/5716/7128/9175/5927/2044/56919/306/107/5629/7874/5601/25855/9971/857/1029/2307/219790/51341/5579/3567/84166/63973/3162/9969/6774/948/2316/57118/10987/9421/55655/79918/56849/10454/55502/5458/6608/1432/7037/847/5584/284434/6934/23586/367/5621/4794/7546/5599/3728/2319/23085/133522/8792/7187/5602/1491/409/1906/222166/7124/6045/3845/10616/5740/135644/5987/140/7480/6425/57121/5925/3055/54583/54106/5970/4488/1240/5292/23411/3399/50943/8553/2672/10891/3586/55914/57413/10193/3059/114609/9181/7474/8061/8928/5530/11261/90268/8322/53840/177/3275/5594/133746/9830/5587/10293/90933/10346/4808/57506/8837/10206/825/408/5727/4088/23082/2353/10014/2099/4792/92140/84159/3280/3654/3397/7291/8613/6446/92565/5314/51360/27148/3725/23118/79800/2241/5610/83860/317761/85363/4760/64127/9464/7188/10221/4092/93649	156
BP	GO:0048545	response to steroid hormone	123/4942	346/18866	6.714636317754945e-5	0.003587613536717828	0.002887381236943253	81606/9131/11057/10424/2101/3176/306/2056/23543/1667/387/114907/5111/1978/857/2692/811/153222/4250/5724/51341/79039/5465/27086/8289/8085/8648/4015/3192/6781/9420/178/2104/842/5458/358/7101/367/54206/2720/6678/133522/799/7332/1490/5069/5978/409/23019/5931/1906/7124/58/10266/3845/1407/55885/2322/3284/672/1244/10018/678/865/490/1789/5245/9370/1408/5970/836/23411/6943/687/9612/2908/3586/6422/8754/652/84830/5058/57178/51176/10499/8061/808/4848/11214/8928/116/4193/8013/3275/1956/3417/11240/7035/8837/55818/2353/2099/21/9604/2660/2288/7023/4306/186/7110/25959/5241/1515/6049/1261/8611/9611/6586/5743/3651/2560/57658/1373	123
BP	GO:0007179	transforming growth factor beta receptor signaling pathway	78/4942	202/18866	6.92401519893449e-5	0.003666471313400577	0.002950847511236871	28996/57530/6498/51592/9392/2201/10637/51701/57154/387/9480/857/200734/26036/1030/4087/51341/9958/50515/6664/8239/4015/4089/1003/10454/7046/3175/5045/5829/5796/4054/6935/7049/2530/409/26060/8516/1387/1278/858/3693/255743/23411/9404/2651/80139/23625/867/3248/6386/8754/5494/57178/63976/7041/2200/94031/58533/8928/9719/64081/2615/4088/2353/54778/135228/2660/3397/3725/1385/83891/2331/5371/10370/23089/27122/4092/93649	78
BP	GO:0031110	regulation of microtubule polymerization or depolymerization	39/4942	85/18866	6.999946197882513e-5	0.003666471313400577	0.002950847511236871	4204/22919/57551/1639/4131/5879/50861/157922/6314/10982/324/57662/1003/1859/4133/57704/4281/348235/25876/81551/221150/22924/5058/4733/9181/58497/4233/27124/3925/11075/2242/25999/2288/79929/9793/6622/23116/6249/10382	39
BP	GO:0021537	telencephalon development	96/4942	259/18866	7.060019248483995e-5	0.003666471313400577	0.002950847511236871	57688/7515/1021/9839/6092/23322/2044/306/3736/4915/2016/5629/4781/5048/2066/387/93986/55079/3084/7143/23035/4628/54407/2018/65078/8648/4763/2316/9355/79048/6506/6387/6608/5992/66000/63827/358/7101/8482/9253/1398/91584/79969/7531/23657/5663/8893/7852/1436/63974/79600/23353/10642/5454/79633/3284/10718/64919/429/26047/6496/836/1745/2932/55636/27185/9638/652/6299/8891/57178/51176/7474/5080/7832/84287/23135/8013/6331/4830/1956/8650/2902/200933/3280/493/3799/6867/55970/2523/81565/4771/482/4900/4760/4009	96
BP	GO:0099504	synaptic vesicle cycle	77/4942	199/18866	7.089078332174356e-5	0.003666471313400577	0.002950847511236871	22871/8927/28964/107/57030/23208/1268/26052/5579/9515/148/112755/5908/9378/112476/9829/8867/60/5865/116443/135/5030/5532/9892/8674/5663/9900/5337/1759/382/5217/339302/27445/114781/5906/8301/6844/29993/2932/84062/22829/8448/9783/6570/6571/6843/8546/5864/2332/9162/8499/808/2901/6857/5874/93664/488/26059/821/9381/57555/8573/1137/1138/2580/6093/8618/6853/26258/6622/9751/23413/5533/783/776/127833/9373	77
BP	GO:0046777	protein autophosphorylation	89/4942	237/18866	7.414326894640701e-5	0.0037546394204932628	0.0030218069207470504	23049/57826/5167/4296/57551/4294/9175/3643/2043/4915/2263/51701/2066/7786/857/5788/9770/51765/2534/817/51755/1859/4215/25989/2045/2011/54206/9344/9262/415116/3702/152110/5529/7443/9451/1436/2064/2322/5527/3055/9370/7525/5292/84206/2932/5613/4293/5062/5058/10494/10040/5525/10188/2324/808/3932/1198/8428/4140/11261/7010/23604/2046/1956/5587/1455/6793/2185/7016/2242/9748/3654/65975/92597/6789/27102/2872/84451/6503/29904/10645/3725/80310/2241/10783/5610/5593/65267/1612	89
BP	GO:0051588	regulation of neurotransmitter transport	51/4942	120/18866	7.449947504163971e-5	0.0037546394204932628	0.0030218069207470504	22871/4208/28964/107/23208/1268/41/2824/5579/9515/148/112755/5908/4763/1815/55784/112476/5865/116443/135/5030/5217/339302/2668/5906/2932/84062/3749/5071/9783/6843/55607/5864/2332/9162/8499/808/2901/55288/6857/488/8573/1137/1138/8938/6853/6622/23413/783/25953/776	51
BP	GO:0035107	appendage morphogenesis	61/4942	150/18866	7.491855920241777e-5	0.0037546394204932628	0.0030218069207470504	578/6468/60529/494470/5087/775/23322/4038/2201/2263/79977/444/8854/1889/1954/50515/6664/25836/54928/4089/64327/658/5362/860/1750/3899/5663/157506/9496/6659/1387/3236/10018/4154/4488/55636/5125/6662/80856/652/6299/342184/79659/3239/3235/6926/51176/7474/26005/116039/341640/546/5727/7291/4853/5396/27077/6910/80144/2768/9464	61
BP	GO:0035108	limb morphogenesis	61/4942	150/18866	7.491855920241777e-5	0.0037546394204932628	0.0030218069207470504	578/6468/60529/494470/5087/775/23322/4038/2201/2263/79977/444/8854/1889/1954/50515/6664/25836/54928/4089/64327/658/5362/860/1750/3899/5663/157506/9496/6659/1387/3236/10018/4154/4488/55636/5125/6662/80856/652/6299/342184/79659/3239/3235/6926/51176/7474/26005/116039/341640/546/5727/7291/4853/5396/27077/6910/80144/2768/9464	61
BP	GO:0051492	regulation of stress fiber assembly	41/4942	91/18866	7.709386044127932e-5	0.003833936982714391	0.0030856271430060216	7481/5879/55604/10391/10163/387/50507/7046/5829/10174/9530/1490/5217/79933/5734/8500/5345/22843/7168/51763/5062/10411/6422/55704/5058/55607/4233/3925/10395/6385/54361/7016/4088/9639/961/6093/51466/9647/4771/285590/8477	41
BP	GO:0042110	T cell activation	164/4942	483/18866	7.79575054727946e-5	0.0038472921594016577	0.0030963756492729906	3955/3662/51571/27177/1021/639/7292/246778/1803/5879/11221/10326/2056/6095/79679/3123/80762/6541/11148/387/10288/857/10875/9231/3479/5771/5788/1845/27086/2534/6774/2281/2267/27240/2280/5660/1525/1958/64115/920/915/2529/3458/7037/604/860/926/3572/5621/149041/6935/285282/135/8740/3953/5532/2319/1236/3702/960/5663/338339/6666/30835/9750/8456/6659/975/159296/64332/3111/2064/11146/122706/283234/5734/2000/27242/64919/678/865/3707/64844/10803/7525/3952/2207/836/5573/6304/50943/55636/4478/387357/9760/5062/3586/3142/652/5058/5781/57178/8546/6670/51176/9840/3932/634/5530/29126/3566/2625/177/864/7133/5873/384/2213/10385/54900/6385/64581/3113/54361/100/1739/2615/8379/4088/3592/10945/3280/5316/55423/961/9580/1650/54518/944/23385/55824/4773/1794/26191/3600/140885/26279/9093/6693/5591/1949/5063/5075/4602/79865/1604/8934/23210/3481/64127/151888/653519/4092/940	164
BP	GO:0045637	regulation of myeloid cell differentiation	97/4942	263/18866	8.070458541294228e-5	0.003938222340557794	0.00316955802977607	56998/23112/6772/51621/27327/58508/2101/1021/4208/54623/92/2113/23543/84293/3123/80762/3020/4297/10766/3976/5771/9770/5579/27086/3567/8085/3218/11143/6774/3021/4015/55904/4763/3149/920/2551/5458/3458/1432/9739/133522/4212/9646/55294/222166/7124/26013/6988/22985/169200/85477/1387/1435/5925/865/3707/130733/9370/714/4850/192669/10234/6422/405/10193/3059/51176/2200/11091/5814/9398/4778/192670/4286/634/8013/5578/55170/4830/79577/29843/10456/10398/2185/2353/7071/56834/4792/2242/84959/10826/4853/3725/1385/5591/51208/10221	97
BP	GO:0046785	microtubule polymerization	36/4942	77/18866	8.101834049407372e-5	0.003938222340557794	0.00316955802977607	4204/22919/1639/4131/5879/7283/7756/157922/57662/1003/1859/440145/4133/57704/1453/11076/22924/5058/4733/58497/4233/27124/3925/79649/11075/2242/51673/25999/2288/9793/6622/81565/23116/6249/10844/10382	36
BP	GO:0031032	actomyosin structure organization	77/4942	200/18866	8.602810048680393e-5	0.004150534848113339	0.0033404312702770764	84978/7481/4208/5879/55604/10391/10163/5629/387/4628/9948/29127/50507/55561/4089/7046/1073/5829/10174/9530/54443/1490/1906/58/1894/5217/79933/5734/2036/10753/8500/5345/22843/3693/5573/2314/7168/51763/5062/10411/6422/23363/57669/55704/5058/8452/1265/55607/4233/25802/4205/3925/11214/54784/88/84665/10395/6385/54361/1482/8837/825/2185/408/7016/4088/9639/1465/961/6093/51466/9647/4771/285590/8477/122786/51804	77
BP	GO:0001823	mesonephros development	45/4942	103/18866	8.799116882057998e-5	0.004213799306852219	0.0033913477386364665	56998/7481/5087/2246/6092/2263/4087/4089/6492/6608/847/10409/79633/2668/30812/9500/2297/255743/6943/168667/6422/6662/652/6299/342184/2296/10736/2625/116039/9350/80000/384/6385/54361/7490/1739/5727/10220/4088/3280/186/3237/2247/4092/51804	45
BP	GO:0046928	regulation of neurotransmitter secretion	46/4942	106/18866	9.002243160369738e-5	0.00427937514939635	0.00344412445369254	22871/4208/28964/107/23208/1268/41/5579/9515/148/112755/5908/4763/55784/112476/116443/135/5030/5217/339302/5906/2932/84062/3749/5071/9783/6843/55607/5864/2332/9162/8499/808/2901/55288/6857/488/8573/1137/1138/8938/6853/23413/783/25953/776	46
BP	GO:0035567	non-canonical Wnt signaling pathway	61/4942	151/18866	9.391580004153303e-5	0.004431866038456285	0.003566852090705323	23112/5719/27161/7481/27327/84133/2782/5716/23002/5696/5879/10082/51701/57154/387/54331/5707/5534/5158/5715/10197/1857/5701/6934/5754/163/5532/4300/409/1213/122706/6425/1952/57674/1453/51339/5713/192669/6422/5686/5330/51176/7474/5714/7074/192670/144165/5530/8322/27031/2487/81839/54361/5688/5145/5693/23500/5704/2775/166336/5717	61
BP	GO:0070988	demethylation	34/4942	72/18866	9.883795918424131e-5	0.004630343522653044	0.003726590634993934	221037/1577/5927/7874/6996/80853/54726/54790/221656/8239/51400/1558/1559/9582/9682/9760/200424/22992/23135/54784/10765/54890/2625/1543/55693/5253/55818/23030/7320/84864/80312/23210/57379/8846	34
BP	GO:0001503	ossification	142/4942	412/18866	1.0555182617342578e-4	0.004909298965548184	0.003951099407612598	56998/387733/10507/7481/5167/2101/1021/1969/5087/1591/4208/92/1462/4038/2201/1290/2263/5251/57154/387/4664/6272/3020/43/10766/796/1301/7171/3479/58476/3488/9770/659/2824/3570/25842/6664/25836/54928/3021/4077/4015/3192/6781/4763/23314/51547/246/6608/1432/658/847/5701/860/25937/4054/8482/3572/144347/100533183/6678/133522/8792/1490/5978/4656/7124/5745/9451/169200/1213/23353/1278/79633/5734/64131/7480/91851/30812/1435/865/490/50617/5245/1305/3952/196527/4488/255743/3399/22800/6422/6662/2132/4209/57419/652/5781/3516/6670/51176/10269/7474/2296/6238/10736/64093/2091/7010/116039/6096/864/9350/5594/1956/5587/23051/55589/2274/54361/8519/433/2185/5727/56172/4088/7071/9923/55973/3397/7291/22856/3199/651/83999/285590/57003/5743/3481/9464/4092/63923	142
BP	GO:1902275	regulation of chromatin organization	75/4942	195/18866	1.0950361050531382e-4	0.0050567202994060995	0.004069746967877942	4204/9320/55209/54623/5927/4297/26036/3976/11143/25842/25836/817/3192/55904/4089/23476/64863/604/9739/5599/4300/9555/9646/80854/57343/140690/672/84656/4524/6418/1789/23411/6749/50943/5081/10782/2672/10891/23272/56254/55196/10269/2332/54454/11091/8971/54784/2625/55170/55693/57708/23741/5587/546/11240/5253/408/55818/78990/1111/29028/7320/7291/6622/80312/22823/79829/4602/5252/3481/93624/144108/57379/93649/221477	75
BP	GO:0001764	neuron migration	65/4942	164/18866	1.1059861413224593e-4	0.005071064116063616	0.004081291150845029	57688/340533/4208/57698/4131/5879/4915/1641/89796/5048/2066/116983/80128/55079/3084/57556/4628/92737/5592/23060/2534/25836/6774/8239/2316/1630/23314/2823/6387/4692/4139/2011/137970/10752/4897/323/1398/7531/5663/7852/10718/1952/7155/7026/429/27185/6695/57178/9181/8929/9693/5080/2625/23245/51473/85508/23284/200933/7291/4147/81565/58158/9373/8846/63923	65
BP	GO:0010639	negative regulation of organelle organization	143/4942	416/18866	1.1495178508210163e-4	0.005162184239040083	0.004154626400223899	80351/9882/51499/22919/57551/51571/7515/85464/5716/146691/9320/4131/5927/55604/10391/10163/10288/91663/3020/26036/3976/3479/4331/2764/7756/25842/157922/829/25906/6314/3021/3192/286527/324/140775/4089/57662/3998/1003/899/1859/3178/112476/23063/7037/4133/84861/23409/9530/4281/6840/7014/409/7153/9555/119/84749/11078/84079/25876/5217/666/85477/7879/56155/672/8500/6418/1789/5573/2314/23411/50943/5071/7013/51763/10891/5062/23329/9638/652/10193/57143/55607/10040/9181/54454/4233/11091/6709/25802/27124/8971/3925/348654/1063/51143/5810/55170/55693/128866/55486/54961/10395/2072/10201/546/5253/11075/56890/6419/55818/599/8379/78990/9026/1111/84072/29028/25999/120/6711/7320/4534/2288/79929/7291/163782/6622/80312/22823/160140/51474/100505385/7517/10105/9637/26277/23075/5252/5756/57379/10382	143
BP	GO:0010565	regulation of cellular ketone metabolic process	73/4942	189/18866	1.1497531365887084e-4	0.005162184239040083	0.004154626400223899	5719/4947/5716/5696/1312/80025/219743/5629/1268/1581/9971/857/5707/215/5465/11160/5565/5715/1958/10197/4779/160760/5701/79602/23409/134429/5978/254013/23657/157506/23408/57546/1374/51094/122706/672/1201/9390/2954/3667/32/9370/1728/23411/5713/9612/10891/22937/3248/6662/5686/57761/1181/5714/5563/85300/634/8013/51582/8660/54361/5688/5693/5704/493/9563/9926/7291/9611/5743/85414/5717/27122	73
BP	GO:0008089	anterograde axonal transport	25/4942	48/18866	1.1498136588117122e-4	0.005162184239040083	0.004154626400223899	9371/80128/55207/23095/26985/3798/4133/22906/8120/7014/388552/1740/3800/84062/9638/8546/10749/5874/127829/11127/55330/3799/9001/3315/26258	25
BP	GO:0061448	connective tissue development	96/4942	262/18866	1.1588054791044253e-4	0.005166674084420765	0.0041582399152182755	11145/64641/7481/10424/8609/2101/4208/947/4781/2202/9971/51320/7227/1301/659/50515/3570/54928/4015/6781/1958/9421/8710/23314/7046/64102/4094/5458/1432/658/860/4054/3221/144347/100533183/6935/1490/6660/960/1906/9517/5745/6653/9451/85477/139285/7480/30812/1435/4148/1302/3952/5970/4488/1116/2297/23411/5081/10891/6662/80856/4209/652/5781/8091/10269/55959/7474/57561/2121/81792/871/10736/116039/864/9350/64764/2487/1019/8837/91252/7490/3232/4088/114789/84159/9321/22856/5396/80310/651/285590/23516/2247/9464/4092	96
BP	GO:0033962	P-body assembly	14/4942	21/18866	1.1716758650574426e-4	0.005188277032600251	0.004175626388593323	26065/9924/149041/23019/255967/1656/11273/219988/4848/25804/6311/246175/57472/80153	14
BP	GO:0021766	hippocampus development	37/4942	81/18866	1.191453664682299e-4	0.005220618064148171	0.00420165508056896	7515/1021/9839/2044/306/3736/5629/5048/55079/23035/2018/8648/6608/66000/63827/7101/1398/79969/7531/8893/63974/3284/836/1745/2932/9638/8891/51176/7832/23135/8013/4830/493/3799/4771/4760/4009	37
BP	GO:0016049	cell growth	165/4942	490/18866	1.1951298893950955e-4	0.005220618064148171	0.00420165508056896	4878/10507/7481/5167/5999/9839/10038/83737/29946/5716/9175/51616/80031/9798/57698/4131/10505/8314/54910/2016/1946/5048/80128/57154/387/3020/27346/10425/1808/51320/1457/57556/7143/3479/3488/5270/1029/2786/1954/203245/659/5465/148/8085/65078/5538/3621/8239/3021/817/6195/4089/9355/54617/6197/11054/1630/10509/22902/7046/6387/5458/2045/4692/66000/6585/604/8482/4897/3487/323/7251/4133/79602/84861/5532/9344/9166/91584/147906/1826/5931/1906/7852/83667/2803/23677/2064/10516/51094/135644/10718/147138/5925/9746/5245/694/65981/2932/23411/5071/23251/27185/8153/6422/6662/6386/57669/6695/5058/23394/55004/23404/51176/6595/978/7474/56924/7074/23327/6416/6857/3484/11214/634/3275/1956/1982/79577/10201/2487/29104/79960/7490/2185/4088/10591/668/11116/131566/2203/322/9723/57144/186/6446/64321/7224/134430/6049/81565/8766/54437/185/9037/6586/5371/2017/127833/4009/9373/2023/4092/63923/93649	165
BP	GO:0001558	regulation of cell growth	144/4942	420/18866	1.2500009016170116e-4	0.005423661630170456	0.004365068496427332	4878/10507/7481/5167/5999/10038/83737/29946/5716/9175/51616/80031/9798/57698/4131/10505/8314/54910/1946/5048/80128/57154/387/3020/27346/1808/1457/57556/7143/3479/3488/5270/1029/2786/1954/203245/659/5465/65078/5538/3621/3021/817/6195/4089/54617/6197/11054/1630/10509/22902/7046/6387/5458/2045/604/8482/4897/3487/323/7251/4133/79602/84861/9344/9166/91584/147906/1826/5931/1906/7852/83667/2803/23677/2064/10516/51094/135644/10718/147138/5925/9746/5245/694/65981/2932/23411/5071/23251/27185/8153/6422/6386/6695/5058/23394/55004/23404/51176/6595/978/7474/23327/6857/3484/634/1956/1982/79577/10201/2487/29104/79960/7490/2185/4088/10591/11116/131566/2203/322/9723/57144/186/6446/64321/7224/134430/6049/81565/8766/54437/185/9037/6586/5371/2017/127833/4009/9373/2023/4092/93649	144
BP	GO:0060562	epithelial tube morphogenesis	117/4942	331/18866	1.30343560024164e-4	0.0055810333482994925	0.004491724319720665	56998/90627/7481/7798/1969/9839/5087/1605/79191/4208/2246/2043/10959/54910/2263/79977/5629/387/9231/1954/27086/8289/6664/4089/25932/5499/9355/8463/9421/1909/1857/6608/2045/367/5754/2119/7547/7421/5663/1906/7124/6692/157506/7852/6659/55212/3845/1436/79600/11146/79633/2668/30812/9500/1435/4524/80184/4488/2297/836/255743/5613/6943/6422/6662/652/6299/342184/5058/3516/6926/57534/51176/7474/4233/26005/81792/25902/144165/8928/10765/10736/2625/27031/80000/5567/10395/9788/6385/54361/1482/7490/65979/1739/5727/26249/4088/2099/57619/3280/6789/7291/4853/9723/186/64321/5241/9645/10427/6356/23129/1950/5371/3237/2247/9464/51804	117
BP	GO:0048013	ephrin receptor signaling pathway	39/4942	87/18866	1.3035360179322868e-4	0.0055810333482994925	0.004491724319720665	6760/1969/2043/5879/2044/28964/6383/1946/387/284656/8976/2534/26037/2045/83464/60/1398/163/5663/1759/7525/6386/5058/5781/3516/1942/1123/7074/23294/10096/10094/2042/2046/2902/6093/23385/64283/1949/5063	39
BP	GO:0070838	divalent metal ion transport	159/4942	471/18866	1.3717381010020616e-4	0.005834399225643637	0.004695638111671185	4878/578/55334/2903/9512/55858/9446/80036/5999/5350/11027/2946/491/775/348938/57053/2056/117532/3603/387129/159371/7178/387/10288/857/25769/41/89869/5788/5579/148/57185/3064/123606/774/2534/10368/817/6781/2281/10800/8832/2280/1815/93380/84766/818/785/2823/920/6387/930/10267/2905/5621/123041/57620/116443/135/799/1236/1490/409/84102/7421/7531/286097/5663/7852/3709/6786/10266/4891/8416/782/3208/5987/287/91404/84502/4988/490/5245/3358/54106/29986/196527/25998/140738/356/90550/784/55636/56302/51763/1756/777/3596/57419/5142/492/10269/2332/6543/808/3932/26504/5025/5530/29979/10686/779/201266/3685/57214/8398/55486/57190/488/56704/4283/8913/91252/2902/825/2185/7416/114789/8573/148867/84959/1137/931/64116/493/59283/6406/9001/8065/27112/2631/4644/55283/6622/7224/6769/23413/2669/65267/783/10681/7222/1950/5743/776/5371/23516/6588/2247	159
